Time, Arsenic, mRFP1, Total
0.000000, 0, 0, 1999
0.100000, 0, 0, 1999
0.200000, 0, 0, 1999
0.300000, 0, 0, 1999
0.400000, 0, 0, 1999
0.500000, 0, 0, 1999
0.600000, 0, 0, 1999
0.700000, 0, 0, 1999
0.800000, 0, 0, 1999
0.900000, 0, 0, 1999
1.000000, 0, 0, 1999
1.100000, 0, 0, 1999
1.200000, 0, 0, 1999
1.300000, 0, 0, 1999
1.400000, 0, 0, 1999
1.500000, 0, 0, 1999
1.600000, 0, 0, 1999
1.700000, 0, 0, 1999
1.800000, 0, 0, 1999
1.900000, 0, 0, 1999
2.000000, 0, 0, 1999
2.100000, 0, 0, 1999
2.200000, 361, 0, 1999
2.300000, 352, 0, 1999
2.400000, 348, 0, 1999
2.500000, 347, 0, 1999
2.600000, 339, 0, 1999
2.700000, 337, 0, 1999
2.799999, 0, 0, 1999
2.899999, 0, 0, 1999
2.999999, 0, 0, 1999
3.099999, 0, 0, 1999
3.199999, 0, 0, 1999
3.299999, 0, 0, 1999
3.399999, 0, 0, 1999
3.499999, 0, 0, 1999
3.599999, 0, 0, 1999
3.699999, 0, 0, 1999
3.799999, 0, 0, 1999
3.899998, 0, 0, 1999
3.999998, 0, 0, 1999
4.099998, 0, 0, 1999
4.199998, 277, 0, 1999
4.299998, 269, 0, 1999
4.399998, 873, 0, 1999
4.499998, 860, 0, 1999
4.599998, 258, 0, 1999
4.699998, 257, 0, 1999
4.799998, 249, 0, 1999
4.899998, 0, 0, 1999
4.999998, 0, 0, 1999
5.099998, 0, 0, 1999
5.199997, 0, 0, 1999
5.299997, 0, 0, 1999
5.399997, 0, 0, 1999
5.499997, 0, 0, 1999
5.599997, 0, 0, 1999
5.699997, 0, 0, 1999
5.799997, 0, 0, 1999
5.899997, 0, 0, 1999
5.999997, 0, 0, 1999
6.099997, 0, 0, 1999
6.199996, 196, 0, 1999
6.299996, 625, 0, 1999
6.399996, 625, 0, 1999
6.499996, 613, 0, 1999
6.599996, 595, 0, 1999
6.699996, 172, 0, 1999
6.799996, 163, 0, 1999
6.899996, 0, 0, 1999
6.999996, 0, 0, 1999
7.099996, 0, 0, 1999
7.199996, 0, 0, 1999
7.299995, 0, 0, 1999
7.399995, 0, 0, 1999
7.499995, 0, 0, 1999
7.599995, 0, 0, 1999
7.699995, 0, 0, 1999
7.799995, 0, 0, 1999
7.899995, 0, 0, 1999
7.999995, 0, 0, 1999
8.099995, 0, 0, 1999
8.199995, 106, 0, 1999
8.299995, 387, 0, 1999
8.399996, 369, 0, 1999
8.499996, 354, 0, 1999
8.599997, 342, 0, 1999
8.699997, 334, 0, 1999
8.799997, 85, 0, 1999
8.899998, 80, 0, 1999
8.999998, 0, 0, 1999
9.099998, 0, 0, 1999
9.199999, 0, 0, 1999
9.299999, 0, 0, 1999
9.400000, 0, 0, 1999
9.500000, 0, 0, 1999
9.600000, 0, 0, 1999
9.700001, 0, 0, 1999
9.800001, 0, 0, 1999
9.900002, 0, 0, 1999
10.000002, 0, 0, 1999
10.100002, 0, 0, 1999
10.200003, 35, 0, 1999
10.300003, 105, 0, 1999
10.400003, 96, 0, 1999
10.500004, 84, 0, 1999
10.600004, 71, 0, 1999
10.700005, 59, 0, 1999
10.800005, 46, 0, 1999
10.900005, 6, 0, 1999
11.000006, 2, 0, 1999
11.100006, 0, 0, 1999
11.200006, 0, 0, 1999
11.300007, 0, 0, 1999
11.400007, 0, 0, 1999
11.500008, 0, 0, 1999
11.600008, 0, 0, 1999
11.700008, 0, 0, 1999
11.800009, 0, 0, 1999
11.900009, 0, 0, 1999
12.000010, 0, 0, 1999
12.100010, 0, 0, 1999
12.200010, 1, 0, 1999
12.300011, 5, 0, 1999
12.400011, 6, 0, 1999
12.500011, 5, 0, 1999
12.600012, 5, 0, 1999
12.700012, 6, 0, 1999
12.800013, 5, 0, 1999
12.900013, 1, 0, 1999
13.000013, 1, 0, 1999
13.100014, 0, 0, 1999
13.200014, 0, 0, 1999
13.300014, 0, 0, 1999
13.400015, 0, 0, 1999
13.500015, 0, 0, 1999
13.600016, 0, 0, 1999
13.700016, 0, 0, 1999
13.800016, 0, 0, 1999
13.900017, 0, 0, 1999
14.000017, 0, 0, 1999
14.100018, 0, 0, 1999
14.200018, 1, 0, 1999
14.300018, 5, 0, 1999
14.400019, 7, 0, 1999
14.500019, 7, 0, 1999
14.600019, 5, 0, 1999
14.700020, 4, 0, 1999
14.800020, 5, 0, 1999
14.900021, 1, 0, 1999
15.000021, 1, 0, 1999
15.100021, 0, 0, 1999
15.200022, 0, 0, 1999
15.300022, 0, 0, 1999
15.400023, 0, 0, 1999
15.500023, 0, 0, 1999
15.600023, 0, 0, 1999
15.700024, 0, 0, 1999
15.800024, 0, 0, 1999
15.900024, 0, 0, 1999
16.000025, 0, 0, 1999
16.100025, 0, 0, 1999
16.200026, 0, 0, 1999
16.300026, 4, 0, 1999
16.400026, 6, 0, 1999
16.500027, 6, 0, 1999
16.600027, 6, 0, 1999
16.700027, 4, 0, 1999
16.800028, 4, 0, 1999
16.900028, 4, 0, 1999
17.000029, 0, 0, 1999
17.100029, 0, 0, 1999
17.200029, 0, 0, 1999
17.300030, 0, 0, 1999
17.400030, 0, 0, 1999
17.500031, 0, 0, 1999
17.600031, 0, 0, 1999
17.700031, 0, 0, 1999
17.800032, 0, 0, 1999
17.900032, 0, 0, 1999
18.000032, 0, 0, 1999
18.100033, 0, 0, 1999
18.200033, 0, 0, 1999
18.300034, 4, 0, 1999
18.400034, 6, 0, 1999
18.500034, 5, 0, 1999
18.600035, 6, 0, 1999
18.700035, 5, 0, 1999
18.800035, 3, 0, 1999
18.900036, 3, 0, 1999
19.000036, 0, 0, 1999
19.100037, 0, 0, 1999
19.200037, 0, 0, 1999
19.300037, 0, 0, 1999
19.400038, 0, 0, 1999
19.500038, 0, 0, 1999
19.600039, 0, 0, 1999
19.700039, 0, 0, 1999
19.800039, 0, 0, 1999
19.900040, 0, 0, 1999
20.000040, 0, 0, 1999
20.100040, 0, 0, 1999
20.200041, 0, 0, 1999
20.300041, 3, 0, 1999
20.400042, 5, 0, 1999
20.500042, 5, 0, 1999
20.600042, 5, 0, 1999
20.700043, 5, 0, 1999
20.800043, 2, 0, 1999
20.900043, 2, 0, 1999
21.000044, 2, 0, 1999
21.100044, 0, 0, 1999
21.200045, 0, 0, 1999
21.300045, 0, 0, 1999
21.400045, 0, 0, 1999
21.500046, 0, 0, 1999
21.600046, 0, 0, 1999
21.700047, 0, 0, 1999
21.800047, 0, 0, 1999
21.900047, 0, 0, 1999
22.000048, 0, 0, 1999
22.100048, 0, 0, 1999
22.200048, 0, 0, 1999
22.300049, 2, 0, 1999
22.400049, 5, 0, 1999
22.500050, 5, 0, 1999
22.600050, 5, 0, 1999
22.700050, 5, 0, 1999
22.800051, 5, 0, 1999
22.900051, 3, 0, 1999
23.000051, 3, 0, 1999
23.100052, 0, 0, 1999
23.200052, 0, 0, 1999
23.300053, 0, 0, 1999
23.400053, 0, 0, 1999
23.500053, 0, 0, 1999
23.600054, 0, 0, 1999
23.700054, 0, 0, 1999
23.800055, 0, 0, 1999
23.900055, 0, 0, 1999
24.000055, 0, 0, 1999
24.100056, 0, 0, 1999
24.200056, 0, 0, 1999
24.300056, 3, 0, 1999
24.400057, 5, 0, 1999
24.500057, 5, 0, 1999
24.600058, 5, 0, 1999
24.700058, 5, 0, 1999
24.800058, 5, 0, 1999
24.900059, 3, 0, 1999
25.000059, 3, 0, 1999
25.100060, 0, 0, 1999
25.200060, 0, 0, 1999
25.300060, 0, 0, 1999
25.400061, 0, 0, 1999
25.500061, 0, 0, 1999
25.600061, 0, 0, 1999
25.700062, 0, 0, 1999
25.800062, 0, 0, 1999
25.900063, 0, 0, 1999
26.000063, 0, 0, 1999
26.100063, 0, 0, 1999
26.200064, 0, 0, 1999
26.300064, 5, 0, 1999
26.400064, 5, 0, 1999
26.500065, 5, 0, 1999
26.600065, 5, 0, 1999
26.700066, 5, 0, 1999
26.800066, 5, 0, 1999
26.900066, 3, 0, 1999
27.000067, 3, 0, 1999
27.100067, 0, 0, 1999
27.200068, 0, 0, 1999
27.300068, 0, 0, 1999
27.400068, 0, 0, 1999
27.500069, 0, 0, 1999
27.600069, 0, 0, 1999
27.700069, 0, 0, 1999
27.800070, 0, 0, 1999
27.900070, 0, 0, 1999
28.000071, 0, 0, 1999
28.100071, 0, 0, 1999
28.200071, 0, 0, 1999
28.300072, 4, 0, 1999
28.400072, 5, 0, 1999
28.500072, 5, 0, 1999
28.600073, 5, 0, 1999
28.700073, 5, 0, 1999
28.800074, 5, 0, 1999
28.900074, 5, 0, 1999
29.000074, 3, 0, 1999
29.100075, 3, 0, 1999
29.200075, 0, 0, 1999
29.300076, 0, 0, 1999
29.400076, 0, 0, 1999
29.500076, 0, 0, 1999
29.600077, 0, 0, 1999
29.700077, 0, 0, 1999
29.800077, 0, 0, 1999
29.900078, 0, 0, 1999
30.000078, 0, 0, 1999
30.100079, 0, 0, 1999
30.200079, 0, 0, 1999
30.300079, 5, 0, 1999
30.400080, 5, 0, 1999
30.500080, 5, 0, 1999
30.600080, 5, 0, 1999
30.700081, 5, 1, 1999
30.800081, 5, 1, 1999
30.900082, 5, 1, 1999
31.000082, 3, 1, 1999
31.100082, 3, 1, 1999
31.200083, 0, 1, 1999
31.300083, 0, 1, 1999
31.400084, 0, 1, 1999
31.500084, 0, 1, 1999
31.600084, 0, 1, 1999
31.700085, 0, 1, 1999
31.800085, 0, 1, 1999
31.900085, 0, 1, 1999
32.000084, 0, 1, 1999
32.100082, 0, 1, 1999
32.200081, 0, 1, 1999
32.300079, 5, 1, 1999
32.400078, 5, 1, 1999
32.500076, 5, 1, 1999
32.600075, 5, 1, 1999
32.700073, 5, 1, 1999
32.800072, 5, 1, 1999
32.900070, 5, 1, 1999
33.000069, 3, 1, 1999
33.100067, 3, 1, 1999
33.200066, 0, 1, 1999
33.300064, 0, 1, 1999
33.400063, 0, 1, 1999
33.500061, 0, 1, 1999
33.600060, 0, 1, 1999
33.700058, 0, 1, 1999
33.800056, 0, 1, 1999
33.900055, 0, 1, 1999
34.000053, 0, 1, 1999
34.100052, 0, 1, 1999
34.200050, 0, 1, 1999
34.300049, 5, 1, 1999
34.400047, 5, 1, 1999
34.500046, 5, 1, 1999
34.600044, 5, 1, 1999
34.700043, 5, 1, 1999
34.800041, 5, 1, 1999
34.900040, 5, 1, 1999
35.000038, 3, 1, 1999
35.100037, 3, 1, 1999
35.200035, 0, 1, 1999
35.300034, 0, 1, 1999
35.400032, 0, 1, 1999
35.500031, 0, 1, 1999
35.600029, 0, 1, 1999
35.700027, 0, 1, 1999
35.800026, 0, 1, 1999
35.900024, 0, 1, 1999
36.000023, 0, 1, 1999
36.100021, 0, 1, 1999
36.200020, 0, 1, 1999
36.300018, 5, 1, 1999
36.400017, 5, 1, 1999
36.500015, 5, 1, 1999
36.600014, 5, 1, 1999
36.700012, 5, 1, 1999
36.800011, 5, 1, 1999
36.900009, 5, 1, 1999
37.000008, 5, 1, 1999
37.100006, 3, 1, 1999
37.200005, 3, 1, 1999
37.300003, 0, 1, 1999
37.400002, 0, 1, 1999
37.500000, 0, 1, 1999
37.599998, 0, 1, 1999
37.699997, 0, 1, 1999
37.799995, 0, 1, 1999
37.899994, 0, 1, 1999
37.999992, 0, 1, 1999
38.099991, 0, 1, 1999
38.199989, 0, 1, 1999
38.299988, 4, 1, 1999
38.399986, 4, 1, 1999
38.499985, 4, 1, 1999
38.599983, 4, 1, 1999
38.699982, 4, 1, 1999
38.799980, 4, 1, 1999
38.899979, 4, 1, 1999
38.999977, 4, 1, 1999
39.099976, 2, 1, 1999
39.199974, 2, 1, 1999
39.299973, 0, 1, 1999
39.399971, 0, 1, 1999
39.499969, 0, 1, 1999
39.599968, 0, 1, 1999
39.699966, 0, 1, 1999
39.799965, 0, 1, 1999
39.899963, 0, 1, 1999
39.999962, 0, 1, 1999
40.099960, 0, 1, 1999
40.199959, 0, 1, 1999
40.299957, 4, 1, 1999
40.399956, 4, 1, 1999
40.499954, 4, 1, 1999
40.599953, 4, 1, 1999
40.699951, 4, 1, 1999
40.799950, 4, 1, 1999
40.899948, 4, 1, 1999
40.999947, 4, 1, 1999
41.099945, 2, 1, 1999
41.199944, 2, 1, 1999
41.299942, 0, 1, 1999
41.399940, 0, 1, 1999
41.499939, 0, 1, 1999
41.599937, 0, 1, 1999
41.699936, 0, 1, 1999
41.799934, 0, 1, 1999
41.899933, 0, 1, 1999
41.999931, 0, 1, 1999
42.099930, 0, 1, 1999
42.199928, 0, 1, 1999
42.299927, 4, 1, 1999
42.399925, 4, 1, 1999
42.499924, 4, 1, 1999
42.599922, 4, 1, 1999
42.699921, 4, 1, 1999
42.799919, 4, 1, 1999
42.899918, 4, 1, 1999
42.999916, 4, 1, 1999
43.099915, 2, 1, 1999
43.199913, 2, 1, 1999
43.299911, 0, 1, 1999
43.399910, 0, 1, 1999
43.499908, 0, 1, 1999
43.599907, 0, 1, 1999
43.699905, 0, 1, 1999
43.799904, 0, 1, 1999
43.899902, 0, 1, 1999
43.999901, 0, 1, 1999
44.099899, 0, 1, 1999
44.199898, 0, 1, 1999
44.299896, 4, 1, 1999
44.399895, 4, 1, 1999
44.499893, 4, 1, 1999
44.599892, 4, 1, 1999
44.699890, 4, 1, 1999
44.799889, 4, 1, 1999
44.899887, 4, 1, 1999
44.999886, 4, 1, 1999
45.099884, 4, 1, 1999
45.199883, 2, 1, 1999
45.299881, 2, 1, 1999
45.399879, 0, 1, 1999
45.499878, 0, 1, 1999
45.599876, 0, 1, 1999
45.699875, 0, 1, 1999
45.799873, 0, 1, 1999
45.899872, 0, 1, 1999
45.999870, 0, 1, 1999
46.099869, 0, 1, 1999
46.199867, 0, 1, 1999
46.299866, 4, 1, 1999
46.399864, 4, 1, 1999
46.499863, 4, 1, 1999
46.599861, 4, 1, 1999
46.699860, 4, 1, 1999
46.799858, 4, 1, 1999
46.899857, 4, 1, 1999
46.999855, 4, 1, 1999
47.099854, 4, 1, 1999
47.199852, 2, 1, 1999
47.299850, 2, 1, 1999
47.399849, 0, 1, 1999
47.499847, 0, 1, 1999
47.599846, 0, 1, 1999
